,text
687,하원 대표 케빈 메카시와 다음주
688,예정된 회의를 대비하여 백악관과
689,민주당은 경고의 메시지를 내놓았으며
690,개막부터 위사 불확실성에 대한 우려
691,커짐에 따라 경제 및 증시는
692,혼란스러운 상태입니다
693,당초 2월 1일까지 발생할 수 있는
694,채무불이행 가능성으로 인하여
695,브라이던 대통령 고문은 금융 분야
696,최고 경영자 련에서 부채 한도로 인한
697,걱정거니를 받고 있으며 부채한도 인상
698,후 실제 이루어질 재정 정책 변화에
699,대한 우려가 있습니다
700,다음은 화요일 오전 11시 45분에
701,빅테크 ceo들과 백악관 대통령
702,집무실에서 열리는 AI 논의에 대한
703,뉴스입니다
704,태국 초대권자는 이틀 전 받은
705,초대장에서
706,현재와 최근에 AI 개발에서 우리가
707,가장 위험에 대한 솔직한 논의
708,와 위험이 완화될 가능성이 있는 조치
709,등 다양한 이슈들에 대해 논의할
710,것으로 예상됩니다
711,회의에는 알파벳 구글 마이크로소프트
712,안수로핏 오픈 AI 등의 ceo도
713,참석할 것으로 전해졌습니다
714,다음은 미국의 재정채무 상한선
715,위기관련 뉴스입니다
716,민주 공화관 의견 불일치로 상한선
717,인상이 이루어지지 않을 경우 시장이
718,대량 폭락하며 정치인들이 결국 대출
719,상환을 인상해야 할지도 모른다는
720,ceo들의 발언이 나왔습니다
721,트레져분은 대출 기한마저 이민된
722,상황에서 이제는 여름 끝이 아니라
723,6월 초 이후로 대환대 상황이 오게
724,되어 주식시장이 대량 하락할 가능성이
725,있습니다
726,다음은 미국 정부의 부채 한도 위기에
727,대한 뉴스입니다
728,양측은 적자 감축을 동반한 계속적인
729,대화에 동의하고 있지만
730,커뮤니티 4a 리시판 섭을 페더럴
731,버제
732,crfb 미숫자에 따르면 최근 갈등은
733,더욱 축소하였고 이번 도전은 앞선
734,갈등보다 혼란스러운 적이 있다는
735,것입니다 이번 논의의 결과는 채무
736,위험을 지은 채 미국의 부채 문제를
737,해결하기 위해 움직여야 할 것입니다
738,디즈니와 디즈니스의 끈질긴 갈등
739,뉴스입니다
740,플로라이다의 지사인 디젠티스 가성적
741,성향과 성정체성을 가르치지 않겠다는
742,법안에 반대하는 디즈니에게 경제적
743,강요를 가하려 한다는 기사입니다
744,만약이를
745,성공한다면 정치적 이유로 기업의
746,경제적 피해를 입히게 된 것으로
747,이전에 없는 전례를 남길 수도 있다는
748,해석이 나옵니다
749,다음은 잔액 예능 재무장관의 주장에
750,따르면
751,m 6월 1일 이전에 채무한도를
752,높이지 않으면 미국이 채무불이행을 할
753,가능성이 있다는 것입니다
754,기한이 미뤄질 수도 있지만 정부는
755,여름 끝까지 이어질 수 없을 것입니다
756,이에 따라 시장 하락으로 인한 쓰러진
757,영양과 경제불황이 즉각적으로 일어날
758,가능성이 있다는 염려를 태우고
759,있습니다
760,다음은 의회원들의 주식거래 금지에
761,대한 이야기입니다
762,지난 3월 금융위기 기간에 최소
763,9명이 위 회원이 양당 모두 주식을
764,판매하면서
765,의회원들의 주식거래 금지 요구를
766,새롭게 활성화시키고 있으며 이러한
767,거래는 현재 법에 따라 완전히
768,허용되지만
769,금지 요구자들은 이러한 거래는 의회의
770,공정 믿음을 더욱 더 악화시킨다고
771,주장하고 있습니다
772,그럼 오늘의 요약을 마칩니다
773,감사합니다
774,
775,
776,시청자 여러분 반갑습니다 오늘의 코인
777,이지영입니다 오늘도 어김없이
778,여러분들이 잠든사 일어났었던 다양한
779,글로벌 이슈들과요 또 투자 시장에
780,분위기 또 우리 크립토 시장의
781,분위기까지 저와 함께 알아보고
782,가시겠습니다
783,간밤 미중 씨는 일제히 하락
784,마감했습니다 부채 한도 협상에 관한
785,또 이슈들이 난항을 겪고 있다라는
786,소식이 전해지면서 투자자들 보다
787,신중한 모습을 보여줬습니다 보다
788,자세한 사항은 지표 보시면서
789,살펴보도록 하죠
790,다우존스 0.7%로 내렸습니다
791,나스닥지수와
792,s&p 500지수도 활약 마감했는데요
793,0.6% 그리고 smp500지수
794,0.7% 하락했습니다
795,간밤 FMC 회의록도 결과가
796,발표가났습니다
797,추가 금리인상에 관한 연준 의원들의
798,의견이 처음에 하게 갈리는 것이 또
799,한번 눈에 띄었는데요 그에 따라서
800,이념 국채금리가 4.3%까지 올라오는
801,모습 보여줬습니다
802,골드는 연일 하락하고 있습니다 그에
803,따라서
804,1960달러 선까지 내려온 모습이고요
805,달러 같은 경우에는 최근 들어서 좀
806,안전자산으로 취급되는 모습입니다
807,현재는 103달러 선에서 거래되고
808,있습니다
809,암호화폐 시제도 살펴보실텐데요
810,비트코인 시세부터 한번 살펴보시죠
811,최근에 힘을 내고 있지 못하는
812,"비트코인 현재는 26,000달러"
813,선에서 거래되고 있고요 최근 들어서이
814,비트코인과 나스닥 지수의 산관계가
815,최저치를 기록했다고 합니다 우리는 또
816,다른 지표를 참고해 봐야 될 것
817,같습니다 이더리움 시세도 살펴볼까요
818,이더리움은 그래도 1800달러선
819,유지해주고 있는 모습이고요 알트코인
820,분위기들도 살펴보겠습니다
821,리플 크게 변동성 없는 모습입니다
822,솔라나 같은 경우에는 또 한번
823,19달러 선으로 내려온 모습이고요
824,전반적인 분위기 좀 보합권으로
825,보여집니다 비트코인이 힘내주기를 바래
826,보면서 오늘의 이슈도 살펴보겠습니다
827,오늘 첫 번째 이슈부터 한번
828,살펴보시죠 오늘의 첫 번째 이슈입니다
829,자 미국의 대공황 직전이다라는 경고
830,메시지가 간밤에 쏟아져 나왔습니다
831,여러분들도 잘 아는
832,인물이죠이 부자 아빠 가난한 아빠의
833,저자인 로버트 기요사키가
834,앞으로 미국은 대공황에 빠질 수
835,있다라고
836,경고를 했는데요 그 이유 중에 하나는
837,역시나 지역은행의 파산에 관한
838,이유였습니다 일단 광범위한 결과를
839,초래할 수 있다고 그는 이야기를
840,했는데
841,지역은행들이 또 다시 무너지게 된다면
842,정말 재앙의 결과가 올 수 있다라고
843,언급을 하면서
844,시장 자체가 굉장히
845,우울증에 빠질 수 있다라고
846,경고하기도 했습니다
847,그러면서이 대형 은행들과 이러한
848,지역은행들은 너무나 연관되어 있기
849,때문에
850,지역은행들의 파산이 결과적으로
851,대공황까지 몰고 올 수 있다 또 한번
852,역사를 반복할 수 있다라고 그는
853,이야기를 한 건데요
854,그러면서 한 가지 이야기 한 거는
855,예금자 보호에 한해서도
856,지역은행을 이용하는 그런 예금자들
857,같은 경우에는 보호받지 못할 가능성이
858,크다고
859,이야기를 했습니다
860,실제로 제니데일러는 이렇게
861,이야기했습니다
862,연방 예금보험공사이죠 fdic 한도에
863,대해서 모든 또 예금자가 보호를 받는
864,것은 아니다라고 이야기를 한만큼
865,로또 코인 급등주에 투자하며
866,인생역전을 노려봅니다
867,사정이 이러하니 mz세대의
868,합리적인 생각을 하기로 했습니다
869,기성세대의 가치관을 버리기로 한
870,것이죠
871,기성대대의 가치관이란 무엇입니까
872,대학을 졸업해서 취업을 하고
873,결혼을 하고 아이를 낳고 아파트를
874,사서 평수를 넓히고
875,노후에는
876,손주들의 재롱을 보는 가치관입니다
877,그러나 현실은 대학을 졸업하더라도
878,취업을 못하고
879,취업을 하더라도 비정기적으로 언제
880,잘릴지 모르고 정규직이
881,된다 한들
882,40대 중반이면 명예퇴직이고 아이를
883,낳더라도 엄청난 가입이 허리가 휠
884,것이고 아파트는
885,벼락같이 올라 전세대금 전세자금 대출
886,이자를 내기에도 빠듯합니다
887,준비한데 노후를 맞을 것이 뻔하고
888,결국 폐지의 쪽방촌으로
889,귀결됩니다 그래서
890,mz 세대는
891,기성세대의 가치관이 틀렸다고
892,생각합니다 자발적 비원이 되기로 한
893,것이죠
894,그렇다면 mg의 가치관은 무엇입니까
895,한국보다
896,20년 빠른 일본의 청년 세대들의
897,가치관을 따르는 것입니다
898,프리터와 사토리 있죠
899,프리터는 취업이 안 되는 청년들이
900,오락실 편의점 등의 아르바이트로
901,생활을 하는 것입니다 사토리는 달관
902,세대라고 하는데요
903,결혼취업 출산 등 모든 것을 포기하는
904,것입니다
905,그렇다면 프리터와 사토리가 되면 무슨
906,장점이 있습니까 비정규직으로
907,새우 250만원을 번다고 칩시다
908,결혼해서 애 낳고 과외비 내고
909,전세자금
910,대출이자 내고 나면 남는 것은 커녕
911,오히려 밤에도 대리운전 알바 등을
912,더해야 할 판입니다 이러다가는 죽을
913,때까지 일만 하다 죽을 수밖에
914,없습니다
915,그런데 생각을 해보니 혼자 살면
916,50만원이 적은 돈은 아닙니다
917,결혼을 안 하면 애를 낳을 일도 없고
918,32평 아파트에 전세로 갈 일도
919,없습니다
920,원룸이나 쉐어하우스에서 50만원을
921,살면서 사는 것으로 해결하고
922,50만원으로 한 달 생활비를 아끼고
923,아껴서 씁니다 그리고 매달
924,150만원을 모읍니다 몇 달을 모으면
925,그래도 500만원 이상이 모이죠 그때
926,500만원을 한 번에 쓰면서 탕진잼을
927,하는 것입니다
928,당진잼이란 당진하는 재미에서 나온
929,대한민국의 신조어로 자신의 경제적
930,한도 내에서
931,마음껏 소비하면서 즐겨움을 느끼는
932,것을 뜻하죠 이렇게 신나게 살 수
933,있다는 생각이 미치자 결혼은 미친
934,짓이란 생각이 들었죠
935,그렇다면 mz세대의 소비는 어떤
936,소비입니까
937,프랑스 철학자
938,장 보드리아르가 주장한 이미지
939,소비입니다 이미지 소비란 현대자본주의
940,사회에서 소비자는 상품의 물질적인
941,효용성을 소비하는 것이 아니라 물건을
942,둘러싼
943,디자인 물건에 붙어있는 라벨과
944,브랜드를 소비한다는 뜻입니다
945,자본주의는 대량생산과 대량소비의
946,사회입니다
947,그러나 대량생산은 가능하나 대량소비는
948,불가능하죠 따라서 소비가 위축되면
949,대량 치료비 발생합니다 그것이 바로
950,대공황이죠
951,따라서 자본주의는 물건이 부서져도
952,부서지지 않아도 새 물건을 사도록
953,만들어야 합니다
954,그래야 자본주의가 돌아가죠 소비만
955,지속된다면 대량 생산된 물건이
956,재고로 남지 않고 팔립니다
957,대량생산에
958,자본주의에서 살아남은
959,기업은 필요하지 않더라도 소비자가
960,사고 싶은 욕망이 들도록 상품을
961,만들어야 합니다
962,그렇게 해주는 것이 바로 라벨과
963,브랜드죠
964,다른 말로는 아우라입니다 이러한
965,아우라로 소비를 하는 것이 바로
966,이미지 소비입니다
967,그렇다면 아우라는 어떻게 만들어집니까
968,광고로 만들어집니다 예전에는 TV
969,광고로 아우라를 만들었죠
970,TV 속 연예인이 선전하는 멋진 시계
971,집
972,5차 모든 모두 사고 싶은 물건이
973,되죠 대중들은 연예인이 선전하는
974,상품을 따라 삽니다 그것이 바로
975,이미지 소비였죠
976,그러나 지금은 모두가 tv를 보지
977,않습니다 대신 스마트폰으로 각자
978,봅니다
979,게다가 스마트폰이 생기면서
980,페이스북 인스타그램 같은 sns가
981,생겨났죠
982,sns에서는
983,꼭 연예인이 아니더라도 페이스북
984,친구가 갖고 있는 물건이 광고가
985,됩니다
986,연예인이 아우라를 만든다면 페이스북
987,친구나 지인은 비교적 질투와 감
988,비교와
989,질투의 감정을 만듭니다 오히려
990,연예인보다 페친이 더 감정적으로
991,가깝습니다 그래서 소비의 효과는 더
992,있죠 왜냐하면 내가 아는 사람이 더
993,직접적이니 말입니다 일론 머스크가
994,아무리 부자라도 질투를 하지 않지만
995,사촌이 땅을 사면 배가 아픈 법입니다
996,예를 한번 들어봅시다
997,어느날 친구의 인스타그램에
998,친구의 사진이 올라왔습니다 그런데
999,한낮에 커피숍에서 커피를 마시는
1000,모습이 있고 옆에 신상 명품백이
1001,있다면 어떤 감정이 들겠습니까 아니면
1002,석양이 내리는 고급 호텔 수영장에서
1003,와인을 마시는 사진이 올라온다면 어떤
1004,감정이 들겠습니까 바로 질투와 비교의
1005,감정이
1006,솟아오를 것입니다
1007,생각해보면 대부분의 일반인들은 칭찬을
1008,받을 일이 거의 없습니다
1009,직장에서는 위에서 눌리고 아래에서
1010,치받죠 가정에서는 구박받습니다
1011,그런데 인스타에
1012,홍대
1013,인스타에 홍대 핫플레이스에서
1014,스테이크의 와인
1015,병을 올려놓고 찍었더니 인스타 좋아요
1016,숫자가 막 올라갑니다
1017,다음번에는 어떤 곳에서 사진을 찍어서
1018,좋아요를 받을지 행복한 고민을 하게
1019,됩니다
1020,즉 예전에는 대중매체에서
1021,연예인이 광고하는 신상품을 따라서
1022,하면서 이미지 소비를 했다면 지금은
1023,내가 페친들을 상대로 이미지 소비를
1024,하고 있는 중입니다 그래서 탕진잼이
1025,나온 것이죠
1026,웬만큼 이미지 소비를 하지 않으면
1027,좋아요를 누르지 않겠죠
1028,인스타 사진만 찍을 수 있다면
1029,기다리는 것은 일도 아닙니다
1030,쉑쉑버거가 처음 들어왔을 때
1031,줄을 강남역까지 서서 1시간을
1032,기다려도 쉑쉑버거의 사진을
1033,패치 중에 내가 제일 먼저 올려야
1034,합니다 그래서 인스타 사진 올릴
1035,생각에 기다리는 것은 전혀 힘들지
1036,않습니다
1037,얼마든지 기다릴 수 있죠
1038,고든램지 버거가 10만원이 넘어가도
1039,인스타 사진을 찍어서 좋아요만 받을
1040,수 있다면 전혀 10만원이 아깝지
1041,않습니다
1042,맛은 중요한게 아닙니다
1043,얼마나 남들보다 예쁘게 빨리 찍어
1044,올리느냐가 남들의 질투심을 자극하고
1045,내 자존감을 올리는 길입니다
1046,좋은 사진을 찍기 위해서는 삼성
1047,갤럭시 폰 보다는 애플 폰이 훨씬
1048,화질과 감성이 좋습니다 아무리 삼성
1049,갤럭시가 화소와 기술을 얘기해도
1050,mg들은 애플폰을 씁니다 사진이 훨씬
1051,잘 나오기 때문입니다
1052,인스타에 좋아요 숫자가 올라가면 내
1053,행복 도파민도 따라서 올라갑니다
1054,즉 mz 헤드는 이미지 소비를 하는
1055,중입니다
1056,그러나 mz세대는 한편으로는
1057,불안합니다
1058,결혼도 출산도 포기했는데 그렇다면
1059,노후는 어떻게 해야 하는가 그래서
1060,매달리는 것이 코인과 급등주
1061,재테크입니다
1062,그러나 코인은 폭락하고 급등주는
1063,물려서
1064,손해를 보기 일쑤입니다 그래서 이미지
1065,소비를 하면서도 항상 무언가
1066,불안합니다
1067,그렇다면 그 불안의 시장은 어디에서
1068,왔을까요이 세상이 공정하지 않은 것은
1069,아닌가 누구는 잘 살고
1070,나는 왜 못 사는가 누구는 왜 부모
1071,독을 봐서 부자이고 왜 나는 가난한가
1072,그래서 공정의 가치를 훼손하는
1073,대입비리 등을
1074,뉴스에서 보면 화가납니다
1075,그러나 세상은 원래 불공평한 것입니다
1076,대한민국 이전에
1077,조선시대는 더 불공평했습니다
1078,태어났을 때
1079,신분이 노예 양반으로 이미 정해져
1080,있었습니다 그래도 자본주의가 덜
1081,극평합니다
1082,노력만 하면 부자가 될 수도 있으니
1083,말입니다
1084,결론입니다 대부분의 mz세대들은
1085,어차피 안 될 거라면서 이미지 소비를
1086,하면 노력하는 것을 단념합니다
1087,왜냐하면 어차피 안 될 거 포기하면
1088,내가 못 사는 것은 사회 탓 남탓을
1089,할 수 있기 때문이죠
1090,그러나 노력했는데 못 사는 것은 내
1091,능력 때문이라는 것이 드러나게 됩니다
1092,그러니 차라리 힘 안 들이고 빨리
1093,포기하는 것이 하나뿐인 자존감을
1094,살리는 길입니다
1095,현재를 즐겨라라는 성현의 말씀도
1096,실천할 수 있으니 일석이조가 아닐 수
1097,없습니다
1098,매뉴얼입니다
1099,세계 1등 주식은 전고점 대비
1100,2.5% 떨어질 때마다 10%씩
1101,팔면서 리밸런싱을 하다가 나스닥
1102,마이너스 3%가 뜨면 말뚝을 박는
1103,것입니다
1104,그러다
1105,반등이 시작되면
1106,v자 반등 리밸런싱을 하면 됩니다
1107,자세한 내용은 jd부장구도 다음
1108,카페를 참조하시거나 동영상
1109,밑에
1110,리밸런싱 말뚝박기 댓글 링크를
1111,참조하시기 바랍니다 전자는 세계 1등
1112,주식은 우상향합니다
1113,메뉴를 지키며 세계 1등에 투자하면
1114,매년 25%의 복리로 10년간 10배
1115,20년간 100배로 제사를 빌릴 수도
1116,있습니다 위해 상황은 매뉴얼일뿐입니다
1117,다른 사람은 따르고 참고할 사람은
1118,참고하시면 됩니다 주식을 사고 파는
1119,것에 대한 모든 책임과 이득은
1120,본인에게 있습니다
1121,매뉴얼을 지키려면 머리를 쓰지 말고
1122,머리를 쓰려면 메뉴를 지키지 맙시다
1123,오늘은 연준발 주가 상승 시나리오라는
1124,주제로 말씀드렸고요 지금까지 jd
1125,부장 부서의 소장 조던이었습니다
1126,컨텐츠가 좋았다면 구독 좋아요
1127,합니다
1128,도대체 무엇이 어떻게 되어가고 있는
1129,것입니까
1130,종합해 보겠습니다 지금 미국은
1131,고용은 탄탄하니 소비가 줄어들고 있지
1132,않습니다 그런데 주택 판매 등 연준이
1133,잡고 싶어하는 물가는 잡히고 있는
1134,중입니다
1135,이번에 4월 cpi 소비자 물가
1136,지수가 나와봐야 알겠지만
1137,cpi가 지난번처럼 떨어지면
1138,금상첨화입니다
1139,즉 물가 떨어지고 있는 와중에 고용이
1140,좋고 인플레이션이 잡히는 경우라면
1141,연착륙이 가능하다는 얘기입니다
1142,요 며칠 퍼스트 리퍼블릭의 예금이
1143,빠져나가 지역은행 발 위기가 터지는
1144,것 아닌가 하는 생각을 주식 시장에
1145,했죠 그래서 주가가 안 좋았습니다
1146,그러나 주가를 지금 견인하는 것은
1147,빅테크 드리죠
1148,빅테크 실적이 좋게 나오면서 주가는
1149,꾸준히 오르고 있습니다
1150,앞으로 fmc에서 어떤 식으로 금리
1151,방향이 정해질까요 연준이 제임스
1152,블러드 총재 말처럼 3연속으로
1153,5.75%까지
1154,기준금리를 지속적으로 올린다면
1155,문제는 지역은행의 파산입니다 지금
1156,퍼스트 리퍼블릭만 안 좋고
1157,다른 지역은행은 좋다고 하는데 시장은
1158,믿지 않고 있습니다
1159,MMF 쪽으로 자금이 몰리는 것만
1160,봐도 알 수 있습니다
1161,연준도 더 금리를 올리는 것을
1162,불안해할 것입니다
1163,게다가 GDP 떨어지고 주택가격
1164,떨어지면서
1165,연준의 기준금리 약발이 먹히고
1166,있습니다
1167,그러나
1168,고용이 버텨주면서 소비는 꺾이지 않고
1169,있죠 잘하면 연준의 말대로 연착륙이
1170,가능할 것으로 보입니다
1171,결론입니다 인플레이션은 잡히고 있고
1172,고용은 탄탄합니다
1173,은행 위기는
1174,심각하니
1175,연주는 기준금리를 계속 올릴 수 없을
1176,것입니다
1177,연준발 주가 상승 시나리오입니다
1178,이번에
1179,연준이 금리를 25bp 올려
1180,기준금리를 5.25% 맞추고 이후에는
1181,금리 동결의 실효를 시장에 보내주면
1182,주가는 상승할 것입니다
1183,서브 있습니다 새로운 소비 세대의
1184,등장 mg
1185,mg는 밀레니엄 세대입니다 지금
1186,zmz가 아니라 mc죠 mg
1187,1980년생에서부터 1995년생까지를
1188,말합니다 즉 2000년에
1189,성인이 된 세대를 말합니다 그래서
1190,1981년부터
1191,를 mg라고 부르기도 합니다
1192,그래야지 이제 성인이 된 2000년에
1193,성인이 된 세대가 되니까요
1194,그런데 한국에서는 1996년부터
1195,2010년생까지인 제트세대를 묶어서
1196,mz세대 즉 mz세대라고 칭합니다
1197,그렇다면 이들의 세대는 어떤 특징이
1198,있을까요
1199,첫 번째는 욜로입니다 욜로의 특징이
1200,있죠 한번 사는 인생 플렉스하게 한번
1201,살아보자는 얘기입니다
1202,런치플레이션 난민들 오늘도
1203,편의점에서 해결했다라는
1204,기사가 있는데요
1205,직장인 허모씨는 점심을 편의점에서
1206,삼각김밥이나
1207,샌드위치에 도시락 등으로 때웁니다
1208,인플레이션 때문이라고 하지만
1209,mz세대가 쓰는 씀씀이는 한 번에
1210,몰아서 하는 경향이 있습니다
1211,그런데 왜 욜로라고 얘기를 할까요 몇
1212,달치 월급을 아껴서 호텔에서
1213,4박 5일 호캉스를 하거나 해외여행을
1214,하거나 명품백을 사거나 아니면
1215,카푸어가 되면서 비싼 외제차를 사죠
1216,이렇게 돈을 아끼고 아껴서 큰 돈을
1217,몰아서 소비를 하는 것입니다
1218,기존의 베이비부머 세대나 x세대에서는
1219,이런 소비를 왜 하는지 이해할 수가
1220,없습니다
1221,두 번째는 결혼을 하지 않거나 결혼을
1222,하더라도 애를 낳지 않습니다
1223,연애는 하지만 그렇다고 결혼하지
1224,않습니다 만약 결혼을 했다 하더라도
1225,아이를 낳지 않아
1226,딩크족이
1227,딩크족으로 삽니다
1228,그렇다면 이러한 MD 세대의 두 가지
1229,특징은 왜 일어나는 것일까요 일단
1230,한국의 청년실업률이 높기 때문입니다
1231,지상 최대의 스펙을 가진 청년들의
1232,실업률이 높은 이유는 아이러니하게도
1233,한국이 선진국이 되어서입니다 그리고
1234,공산주의에 몰락 세계화가 함께 일어난
1235,세계적인
1236,현상입니다
1237,신흥국 일대는 인건비가 낮아 월급이
1238,낮아도
1239,취업은 잘 되었죠 그러나 선진국이
1240,되면 인건비가 올라갑니다 따라서
1241,공장이 해외로 이전하고 고임 정규직
1242,일자리는 줄어듭니다
1243,1991년 소련 해체로 공산주의가
1244,무너졌죠 값싼 노동력이 넘쳤습니다
1245,게다가 WTO 시작으로 세계화가
1246,되었습니다
1247,2001년에는 중국이 wto에
1248,가입했죠 세계적인 기업은 값싼 노동력
1249,있는 중국으로 몰려갔고 세계화는
1250,중국을 세계의 공장으로 만들었습니다
1251,각국이 관세를 낮추고 무역이
1252,자유로우니
1253,한국의 기업들은 상품 경쟁력 때문에
1254,더 중국으로 갈 수밖에 없었습니다
1255,세계화로 가장 많이 손해를 본
1256,사람들은 선진국 노동자죠 세계화로
1257,생긴 실업이
1258,결국 선진국 국민들의 실업으로
1259,몰아갔습니다
1260,그러나 모두 손해를 본 것은 아닙니다
1261,오히려 양극화를 더 심해졌죠
1262,글로벌 기업의 ceo나
1263,노조가 있는 대기업 노동자들은
1264,인건비가 천정부지로 뛰었습니다
1265,왜냐하면 세계적으로 무역을 하니
1266,자유진영에서만
1267,돈을 벌던 사람들이 이자는
1268,사회주의까지
1269,몰락해 전 세계를 상대로 돈을 벌었기
1270,때문이죠
1271,당연히 돈을
1272,훨씬 더 많이 벌었고 그로 인해서
1273,대기업 정규직은 엄청난 돈을
1274,벌었습니다 반면에
1275,글로벌 대기업의 정규직이 아닌
1276,중소기업 사람들이라 비정규직은 돈을
1277,못 봅니다 그리고 청년들은 더욱
1278,취업하기도 힘들어졌죠
1279,이런 양극화는 서울 강남 아파트
1280,가격을 천정부지로 올려놓습니다
1281,서울 아파트 중2 가격 21개월만에
1282,10억원선 깨졌다라는 기사가 있는데요
1283,서울 아파트 중2 가격이 10억원
1284,아래로 2023년 2월 기준으로
1285,떨어졌지만 비정규직 신세에 청년들은
1286,한 달에 100만원 저축을 해도 거의
1287,100년이 걸리는 10억이라는
1288,돈은 꿈도 끄기 힘든 아파트
1289,가격입니다
1290,즉 잘 사는 사람은 더 잘 살게
1291,되었고 못 사는 사람은 더 못살게
1292,되었습니다 그래서
1293,헬조선 금주선 금수저 등의
1294,단어가 유행한 적이 있습니다
1295,그렇다면 한번 생각을 해봅시다 만약
1296,내가 비정규직 20대 청년이라고
1297,칩시다 한 달에 300만원을 겁니다
1298,세금제하면 250만원 정도입니다 만약
1299,비슷한 여자를 만나 결혼했다면
1300,둘의 퇴구 수입은 500만원 정도라고
1301,칩시다 그래서 둘이 합해서 결혼을
1302,해도 살면
1303,500만원 가지고 생활은 될 것입니다
1304,조금 아껴서 저축도 할 수 있겠죠
1305,그런데 애를 낳으면 어떻게 됩니까
1306,애들 가입에 전세자금 대출 이자의
1307,생활비 내고 나면 남는 것은
1308,무엇입니까 가뜩이나 비정규직으로
1309,정년이 보장도 안 되는데 저축도 없이
1310,노후 생활이 보장이 될까요 어림도
1311,없습니다 아마도 죽을 때까지 일해야
1312,할 것입니다
1313,심지어
1314,노인으로 폐지를 줍다 쪽박촌에서
1315,얼어 죽을 수도 있습니다
1316,그렇다고 애들이 노인을 봉양하는 그런
1317,시대도 아닙니다
1318,그런데 매일 뉴스에 나오는 소식은
1319,국민연금 고갈되었다고 자꾸 국민연금
1320,수령하는 연령을 뒤로 미뤄야 한다고
1321,합니다 내가 아는 국민연금을 2대째
1322,받을 수는 있는지 걱정입니다 그래서
1323,적게 벌은 돈 100배 튀겨보려고
1324,알람설정 부탁드립니다 지금까지
1325,들어주셔서 감사합니다
